region,year,sex,age_group,population
East Midlands,2028,male,20-24,174944
East Midlands,2029,male,20-24,176902
East Midlands,2030,male,20-24,179041
East Midlands,2031,male,20-24,181846
East Midlands,2032,male,20-24,184116
East Midlands,2033,male,20-24,183869
East Midlands,2034,male,20-24,183123
East Midlands,2035,male,20-24,182431
East Midlands,2036,male,20-24,181558
East Midlands,2037,male,20-24,179832
East Midlands,2038,male,20-24,178312
East Midlands,2039,male,20-24,176995
East Midlands,2040,male,20-24,175467
East Midlands,2041,male,20-24,172782
East Midlands,2042,male,20-24,171130
East Midlands,2043,male,20-24,168454
East Midlands,2044,male,20-24,166130
East Midlands,2045,male,20-24,164393
East Midlands,2046,male,20-24,163431
East Midlands,2047,male,20-24,162196
East Midlands,2022,male,25-29,148483
East Midlands,2023,male,25-29,151014
East Midlands,2024,male,25-29,153197
East Midlands,2025,male,25-29,152533
East Midlands,2026,male,25-29,151099
East Midlands,2027,male,25-29,149550
East Midlands,2028,male,25-29,149143
East Midlands,2029,male,25-29,149690
East Midlands,2030,male,25-29,151124
East Midlands,2031,male,25-29,153183
East Midlands,2032,male,25-29,155524
East Midlands,2033,male,25-29,158445
East Midlands,2034,male,25-29,160069
East Midlands,2035,male,25-29,161900
East Midlands,2036,male,25-29,164327
East Midlands,2037,male,25-29,166309
East Midlands,2038,male,25-29,166308
East Midlands,2039,male,25-29,165928
East Midlands,2040,male,25-29,165329
East Midlands,2041,male,25-29,164461
East Midlands,2042,male,25-29,162926
East Midlands,2043,male,25-29,161597
East Midlands,2044,male,25-29,160625
East Midlands,2045,male,25-29,159350
East Midlands,2046,male,25-29,157064
East Midlands,2047,male,25-29,155621
East Midlands,2022,male,30-34,159351
East Midlands,2023,male,30-34,162998
East Midlands,2024,male,30-34,166097
East Midlands,2025,male,30-34,166320
East Midlands,2026,male,30-34,164872
East Midlands,2027,male,30-34,164038
East Midlands,2028,male,30-34,163511
East Midlands,2029,male,30-34,163612
East Midlands,2030,male,30-34,163237
East Midlands,2031,male,30-34,162550
East Midlands,2032,male,30-34,161707
East Midlands,2033,male,30-34,161793
East Midlands,2034,male,30-34,162533
East Midlands,2035,male,30-34,164058
East Midlands,2036,male,30-34,166133
East Midlands,2037,male,30-34,168458
East Midlands,2038,male,30-34,171307
East Midlands,2039,male,30-34,172903
East Midlands,2040,male,30-34,174723
East Midlands,2041,male,30-34,177160
East Midlands,2042,male,30-34,179145
East Midlands,2043,male,30-34,179173
East Midlands,2044,male,30-34,178794
East Midlands,2045,male,30-34,178143
East Midlands,2046,male,30-34,177244
East Midlands,2047,male,30-34,175671
East Midlands,2022,male,35-39,153613
East Midlands,2023,male,35-39,159083
East Midlands,2024,male,35-39,163586
East Midlands,2025,male,35-39,166744
East Midlands,2026,male,35-39,170410
East Midlands,2027,male,35-39,173329
East Midlands,2028,male,35-39,174408
East Midlands,2029,male,35-39,175754
East Midlands,2030,male,35-39,175957
East Midlands,2031,male,35-39,175016
East Midlands,2032,male,35-39,174761
East Midlands,2033,male,35-39,174733
East Midlands,2034,male,35-39,175088
East Midlands,2035,male,35-39,174922
East Midlands,2036,male,35-39,174384
East Midlands,2037,male,35-39,173642
East Midlands,2038,male,35-39,173844
East Midlands,2039,male,35-39,174708
East Midlands,2040,male,35-39,176347
East Midlands,2041,male,35-39,178484
East Midlands,2042,male,35-39,180853
East Midlands,2043,male,35-39,183730
East Midlands,2044,male,35-39,185347
East Midlands,2045,male,35-39,187196
East Midlands,2046,male,35-39,189690
East Midlands,2047,male,35-39,191712
East Midlands,2022,male,40-44,148398
East Midlands,2023,male,40-44,153344
East Midlands,2024,male,40-44,156149
East Midlands,2025,male,40-44,158038
East Midlands,2026,male,40-44,159780
East Midlands,2027,male,40-44,162380
East Midlands,2028,male,40-44,166276
East Midlands,2029,male,40-44,169704
East Midlands,2030,male,40-44,172762
East Midlands,2031,male,40-44,176560
East Midlands,2032,male,40-44,179709
East Midlands,2033,male,40-44,180929
East Midlands,2034,male,40-44,182353
East Midlands,2035,male,40-44,182622
East Midlands,2036,male,40-44,181825
East Midlands,2037,male,40-44,181747
East Midlands,2038,male,40-44,181907
East Midlands,2039,male,40-44,182395
East Midlands,2040,male,40-44,182362
East Midlands,2041,male,40-44,181915
East Midlands,2042,male,40-44,181240
East Midlands,2043,male,40-44,181529
East Midlands,2044,male,40-44,182492
East Midlands,2045,male,40-44,184224
East Midlands,2046,male,40-44,186413
East Midlands,2047,male,40-44,188822
East Midlands,2022,male,45-49,144816
East Midlands,2023,male,45-49,142088
East Midlands,2024,male,45-49,143004
East Midlands,2025,male,45-49,145888
East Midlands,2026,male,45-49,149446
East Midlands,2027,male,45-49,153150
East Midlands,2028,male,45-49,157169
East Midlands,2029,male,45-49,159292
East Midlands,2030,male,45-49,161150
East Midlands,2031,male,45-49,163064
East Midlands,2032,male,45-49,165813
East Midlands,2033,male,45-49,169780
East Midlands,2034,male,45-49,173259
East Midlands,2035,male,45-49,176302
East Midlands,2036,male,45-49,180056
East Midlands,2037,male,45-49,183201
East Midlands,2038,male,45-49,184423
East Midlands,2039,male,45-49,185881
East Midlands,2040,male,45-49,186204
East Midlands,2041,male,45-49,185515
East Midlands,2042,male,45-49,185566
East Midlands,2043,male,45-49,185863
East Midlands,2044,male,45-49,186445
East Midlands,2045,male,45-49,186510
East Midlands,2046,male,45-49,186132
East Midlands,2047,male,45-49,185510
East Midlands,2022,male,50-54,169808
East Midlands,2023,male,50-54,166730
East Midlands,2024,male,50-54,162260
East Midlands,2025,male,50-54,158370
East Midlands,2026,male,50-54,152327
East Midlands,2027,male,50-54,147160
East Midlands,2028,male,50-54,144047
East Midlands,2029,male,50-54,144723
East Midlands,2030,male,50-54,147649
East Midlands,2031,male,50-54,151304
East Midlands,2032,male,50-54,155135
East Midlands,2033,male,50-54,159192
East Midlands,2034,male,50-54,161294
East Midlands,2035,male,50-54,163151
East Midlands,2036,male,50-54,165106
East Midlands,2037,male,50-54,167860
East Midlands,2038,male,50-54,171810
East Midlands,2039,male,50-54,175305
East Midlands,2040,male,50-54,178341
East Midlands,2041,male,50-54,182060
East Midlands,2042,male,50-54,185202
East Midlands,2043,male,50-54,186434
East Midlands,2044,male,50-54,187924
East Midlands,2045,male,50-54,188293
East Midlands,2046,male,50-54,187698
East Midlands,2047,male,50-54,187856
East Midlands,2022,male,55-59,170576
East Midlands,2023,male,55-59,171574
East Midlands,2024,male,55-59,172272
East Midlands,2025,male,55-59,170708
East Midlands,2026,male,55-59,170896
East Midlands,2027,male,55-59,169213
East Midlands,2028,male,55-59,165922
East Midlands,2029,male,55-59,161353
East Midlands,2030,male,55-59,157599
East Midlands,2031,male,55-59,151870
East Midlands,2032,male,55-59,146985
East Midlands,2033,male,55-59,144084
East Midlands,2034,male,55-59,144900
East Midlands,2035,male,55-59,147886
East Midlands,2036,male,55-59,151548
East Midlands,2037,male,55-59,155388
East Midlands,2038,male,55-59,159401
East Midlands,2039,male,55-59,161466
East Midlands,2040,male,55-59,163331
East Midlands,2041,male,55-59,165319
East Midlands,2042,male,55-59,168070
East Midlands,2043,male,55-59,171992
East Midlands,2044,male,55-59,175490
East Midlands,2045,male,55-59,178514
East Midlands,2046,male,55-59,182194
East Midlands,2047,male,55-59,185319
East Midlands,2022,male,60-64,150520
East Midlands,2023,male,60-64,155128
East Midlands,2024,male,60-64,159295
East Midlands,2025,male,60-64,163219
East Midlands,2026,male,60-64,165394
East Midlands,2027,male,60-64,167348
East Midlands,2028,male,60-64,168090
East Midlands,2029,male,60-64,168597
East Midlands,2030,male,60-64,167118
East Midlands,2031,male,60-64,167352
East Midlands,2032,male,60-64,165798
East Midlands,2033,male,60-64,162731
East Midlands,2034,male,60-64,158384
East Midlands,2035,male,60-64,154817
East Midlands,2036,male,60-64,149408
East Midlands,2037,male,60-64,144803
East Midlands,2038,male,60-64,142116
East Midlands,2039,male,60-64,143055
East Midlands,2040,male,60-64,146073
East Midlands,2041,male,60-64,149713
East Midlands,2042,male,60-64,153523
East Midlands,2043,male,60-64,157458
East Midlands,2044,male,60-64,159482
East Midlands,2045,male,60-64,161350
East Midlands,2046,male,60-64,163358
East Midlands,2047,male,60-64,166088
East Midlands,2022,male,65-69,125771
East Midlands,2023,male,65-69,128294
East Midlands,2024,male,65-69,131215
East Midlands,2025,male,65-69,135418
East Midlands,2026,male,65-69,139989
East Midlands,2027,male,65-69,144408
East Midlands,2028,male,65-69,148736
East Midlands,2029,male,65-69,152648
East Midlands,2030,male,65-69,156410
East Midlands,2031,male,65-69,158534
East Midlands,2032,male,65-69,160448
East Midlands,2033,male,65-69,161199
East Midlands,2034,male,65-69,161717
East Midlands,2035,male,65-69,160385
East Midlands,2036,male,65-69,160656
East Midlands,2037,male,65-69,159241
East Midlands,2038,male,65-69,156430
East Midlands,2039,male,65-69,152386
East Midlands,2040,male,65-69,149084
East Midlands,2041,male,65-69,144092
East Midlands,2042,male,65-69,139851
East Midlands,2043,male,65-69,137428
East Midlands,2044,male,65-69,138484
East Midlands,2045,male,65-69,141505
East Midlands,2046,male,65-69,145081
East Midlands,2047,male,65-69,148807
East Midlands,2022,male,70-74,119610
East Midlands,2023,male,70-74,116474
East Midlands,2024,male,70-74,115271
East Midlands,2025,male,70-74,114124
East Midlands,2026,male,70-74,114482
East Midlands,2027,male,70-74,116106
East Midlands,2028,male,70-74,118593
East Midlands,2029,male,70-74,121438
East Midlands,2030,male,70-74,125460
East Midlands,2031,male,70-74,129832
East Midlands,2032,male,70-74,134031
East Midlands,2033,male,70-74,138124
East Midlands,2034,male,70-74,141822
East Midlands,2035,male,70-74,145360
East Midlands,2036,male,70-74,147405
East Midlands,2037,male,70-74,149242
East Midlands,2038,male,70-74,150016
East Midlands,2039,male,70-74,150575
East Midlands,2040,male,70-74,149453
East Midlands,2041,male,70-74,149807
East Midlands,2042,male,70-74,148603
East Midlands,2043,male,70-74,146118
East Midlands,2044,male,70-74,142483
East Midlands,2045,male,70-74,139524
East Midlands,2046,male,70-74,135052
East Midlands,2047,male,70-74,131267
East Midlands,2022,male,75-79,101048
East Midlands,2023,male,75-79,105371
East Midlands,2024,male,75-79,106907
East Midlands,2025,male,75-79,108090
East Midlands,2026,male,75-79,108623
East Midlands,2027,male,75-79,103537
East Midlands,2028,male,75-79,101013
East Midlands,2029,male,75-79,100081
East Midlands,2030,male,75-79,99254
East Midlands,2031,male,75-79,99786
East Midlands,2032,male,75-79,101439
East Midlands,2033,male,75-79,103848
East Midlands,2034,male,75-79,106563
East Midlands,2035,male,75-79,110248
East Midlands,2036,male,75-79,114240
East Midlands,2037,male,75-79,118074
East Midlands,2038,male,75-79,121806
East Midlands,2039,male,75-79,125188
East Midlands,2040,male,75-79,128418
East Midlands,2041,male,75-79,130345
East Midlands,2042,male,75-79,132093
East Midlands,2043,male,75-79,132921
East Midlands,2044,male,75-79,133554
East Midlands,2045,male,75-79,132720
East Midlands,2046,male,75-79,133206
East Midlands,2047,male,75-79,132295
East Midlands,2022,male,80-84,58299
East Midlands,2023,male,80-84,60695
East Midlands,2024,male,80-84,64197
East Midlands,2025,male,80-84,67605
East Midlands,2026,male,80-84,71251
East Midlands,2027,male,80-84,78835
East Midlands,2028,male,80-84,82587
East Midlands,2029,male,80-84,83979
East Midlands,2030,male,80-84,84956
East Midlands,2031,male,80-84,85305
East Midlands,2032,male,80-84,81463
East Midlands,2033,male,80-84,79646
East Midlands,2034,male,80-84,79066
East Midlands,2035,male,80-84,78600
East Midlands,2036,male,80-84,79271
East Midlands,2037,male,80-84,80838
East Midlands,2038,male,80-84,83018
East Midlands,2039,male,80-84,85436
East Midlands,2040,male,80-84,88584
East Midlands,2041,male,80-84,91995
East Midlands,2042,male,80-84,95278
East Midlands,2043,male,80-84,98483
East Midlands,2044,male,80-84,101393
East Midlands,2045,male,80-84,104179
East Midlands,2046,male,80-84,105926
East Midlands,2047,male,80-84,107538
East Midlands,2022,male,85-89,32473
East Midlands,2023,male,85-89,33588
East Midlands,2024,male,85-89,34834
East Midlands,2025,male,85-89,35426
East Midlands,2026,male,85-89,35629
East Midlands,2027,male,85-89,36665
East Midlands,2028,male,85-89,38632
East Midlands,2029,male,85-89,41272
East Midlands,2030,male,85-89,43733
East Midlands,2031,male,85-89,46292
East Midlands,2032,male,85-89,51786
East Midlands,2033,male,85-89,54476
East Midlands,2034,male,85-89,55482
East Midlands,2035,male,85-89,56084
East Midlands,2036,male,85-89,56207
East Midlands,2037,male,85-89,53887
East Midlands,2038,male,85-89,52920
East Midlands,2039,male,85-89,52748
East Midlands,2040,male,85-89,52657
East Midlands,2041,male,85-89,53388
East Midlands,2042,male,85-89,54724
East Midlands,2043,male,85-89,56489
East Midlands,2044,male,85-89,58404
East Midlands,2045,male,85-89,60773
East Midlands,2046,male,85-89,63362
East Midlands,2047,male,85-89,65868
East Midlands,2022,male,90+,14766
East Midlands,2023,male,90+,14942
East Midlands,2024,male,90+,15276
East Midlands,2025,male,90+,15888
East Midlands,2026,male,90+,16484
East Midlands,2027,male,90+,17191
East Midlands,2028,male,90+,18031
East Midlands,2029,male,90+,18801
East Midlands,2030,male,90+,19329
East Midlands,2031,male,90+,19606
East Midlands,2032,male,90+,20391
East Midlands,2033,male,90+,21747
East Midlands,2034,male,90+,23406
East Midlands,2035,male,90+,24797
East Midlands,2036,male,90+,26107
East Midlands,2037,male,90+,29347
East Midlands,2038,male,90+,31167
East Midlands,2039,male,90+,32164
East Midlands,2040,male,90+,32778
East Midlands,2041,male,90+,33116
East Midlands,2042,male,90+,33234
East Midlands,2043,male,90+,33440
East Midlands,2044,male,90+,33737
East Midlands,2045,male,90+,33968
East Midlands,2046,male,90+,34613
East Midlands,2047,male,90+,35532
West Midlands,2022,male,0-4,170670
West Midlands,2023,male,0-4,169523
West Midlands,2024,male,0-4,167912
West Midlands,2025,male,0-4,166139
West Midlands,2026,male,0-4,164812
West Midlands,2027,male,0-4,163015
West Midlands,2028,male,0-4,162891
West Midlands,2029,male,0-4,162779
West Midlands,2030,male,0-4,162502
West Midlands,2031,male,0-4,162272
West Midlands,2032,male,0-4,162194
West Midlands,2033,male,0-4,162274
West Midlands,2034,male,0-4,162458
West Midlands,2035,male,0-4,162742
West Midlands,2036,male,0-4,163129
West Midlands,2037,male,0-4,163628
West Midlands,2038,male,0-4,164225
West Midlands,2039,male,0-4,164885
West Midlands,2040,male,0-4,165575
West Midlands,2041,male,0-4,166266
West Midlands,2042,male,0-4,166924
West Midlands,2043,male,0-4,167492
West Midlands,2044,male,0-4,167920
West Midlands,2045,male,0-4,168193
West Midlands,2046,male,0-4,168306
West Midlands,2047,male,0-4,168257
West Midlands,2022,male,5-9,188666
West Midlands,2023,male,5-9,187038
West Midlands,2024,male,5-9,186258
West Midlands,2025,male,5-9,184756
West Midlands,2026,male,5-9,181670
West Midlands,2027,male,5-9,179673
West Midlands,2028,male,5-9,176949
West Midlands,2029,male,5-9,174261
West Midlands,2030,male,5-9,172412
West Midlands,2031,male,5-9,171239
West Midlands,2032,male,5-9,169583
West Midlands,2033,male,5-9,169552
West Midlands,2034,male,5-9,169470
West Midlands,2035,male,5-9,169199
West Midlands,2036,male,5-9,168977
West Midlands,2037,male,5-9,168906
West Midlands,2038,male,5-9,168994
West Midlands,2039,male,5-9,169188
West Midlands,2040,male,5-9,169482
West Midlands,2041,male,5-9,169883
West Midlands,2042,male,5-9,170398
West Midlands,2043,male,5-9,171013
West Midlands,2044,male,5-9,171694
West Midlands,2045,male,5-9,172407
West Midlands,2046,male,5-9,173124
West Midlands,2047,male,5-9,173808
West Midlands,2022,male,10-14,197066
West Midlands,2023,male,10-14,198606
West Midlands,2024,male,10-14,199282
West Midlands,2025,male,10-14,198347
West Midlands,2026,male,10-14,197306
West Midlands,2027,male,10-14,195154
West Midlands,2028,male,10-14,192358
West Midlands,2029,male,10-14,190716
West Midlands,2030,male,10-14,189110
West Midlands,2031,male,10-14,186101
West Midlands,2032,male,10-14,184230
West Midlands,2033,male,10-14,181556
West Midlands,2034,male,10-14,178872
West Midlands,2035,male,10-14,177001
West Midlands,2036,male,10-14,175825
West Midlands,2037,male,10-14,174156
West Midlands,2038,male,10-14,174127
West Midlands,2039,male,10-14,174050
West Midlands,2040,male,10-14,173784
West Midlands,2041,male,10-14,173568
West Midlands,2042,male,10-14,173502
West Midlands,2043,male,10-14,173594
West Midlands,2044,male,10-14,173793
West Midlands,2045,male,10-14,174094
West Midlands,2046,male,10-14,174502
West Midlands,2047,male,10-14,175026
West Midlands,2022,male,15-19,188510
West Midlands,2023,male,15-19,195467
West Midlands,2024,male,15-19,198483
West Midlands,2025,male,15-19,200077
West Midlands,2026,male,15-19,203100
West Midlands,2027,male,15-19,205948
West Midlands,2028,male,15-19,206470
West Midlands,2029,male,15-19,206450
West Midlands,2030,male,15-19,205423
West Midlands,2031,male,15-19,204335
West Midlands,2032,male,15-19,202029
West Midlands,2033,male,15-19,199359
West Midlands,2034,male,15-19,197806
West Midlands,2035,male,15-19,196120
West Midlands,2036,male,15-19,193016
West Midlands,2037,male,15-19,191145
West Midlands,2038,male,15-19,188357
West Midlands,2039,male,15-19,185649
West Midlands,2040,male,15-19,183724
West Midlands,2041,male,15-19,182576
West Midlands,2042,male,15-19,180851
West Midlands,2043,male,15-19,180824
West Midlands,2044,male,15-19,180758
West Midlands,2045,male,15-19,180500
West Midlands,2046,male,15-19,180296
West Midlands,2047,male,15-19,180242
West Midlands,2022,male,20-24,187664
West Midlands,2023,male,20-24,193519
West Midlands,2024,male,20-24,199394
West Midlands,2025,male,20-24,202283
West Midlands,2026,male,20-24,203977
West Midlands,2027,male,20-24,205849
West Midlands,2028,male,20-24,209320
West Midlands,2029,male,20-24,210813
West Midlands,2030,male,20-24,212679
West Midlands,2031,male,20-24,215728
West Midlands,2032,male,20-24,218467
West Midlands,2033,male,20-24,218762
West Midlands,2034,male,20-24,218377
West Midlands,2035,male,20-24,217135
West Midlands,2036,male,20-24,215913
West Midlands,2037,male,20-24,213718
West Midlands,2038,male,20-24,211245
West Midlands,2039,male,20-24,209700
West Midlands,2040,male,20-24,207888
West Midlands,2041,male,20-24,204715
West Midlands,2042,male,20-24,202808
West Midlands,2043,male,20-24,199907
West Midlands,2044,male,20-24,197229
West Midlands,2045,male,20-24,195335
West Midlands,2046,male,20-24,194171
West Midlands,2047,male,20-24,192543
West Midlands,2022,male,25-29,186490
West Midlands,2023,male,25-29,192595
West Midlands,2024,male,25-29,197676
West Midlands,2025,male,25-29,199084
West Midlands,2026,male,25-29,198969
West Midlands,2027,male,25-29,197800
West Midlands,2028,male,25-29,197753
West Midlands,2029,male,25-29,199484
West Midlands,2030,male,25-29,202046
West Midlands,2031,male,25-29,204579
West Midlands,2032,male,25-29,207263
West Midlands,2033,male,25-29,210922
West Midlands,2034,male,25-29,212477
West Midlands,2035,male,25-29,214325
West Midlands,2036,male,25-29,217271
West Midlands,2037,male,25-29,219819
West Midlands,2038,male,25-29,220069
West Midlands,2039,male,25-29,219677
West Midlands,2040,male,25-29,218587
West Midlands,2041,male,25-29,217482
West Midlands,2042,male,25-29,215412
West Midlands,2043,male,25-29,213172
West Midlands,2044,male,25-29,211694
West Midlands,2045,male,25-29,209946
West Midlands,2046,male,25-29,206905
West Midlands,2047,male,25-29,205061
West Midlands,2022,male,30-34,197126
West Midlands,2023,male,30-34,201780
West Midlands,2024,male,30-34,205472
West Midlands,2025,male,30-34,205578
West Midlands,2026,male,30-34,204644
West Midlands,2027,male,30-34,204924
West Midlands,2028,male,30-34,206021
West Midlands,2029,male,30-34,207568
West Midlands,2030,male,30-34,208654
West Midlands,2031,male,30-34,209086
West Midlands,2032,male,30-34,208628
West Midlands,2033,male,30-34,209079
West Midlands,2034,male,30-34,210841
West Midlands,2035,male,30-34,213324
West Midlands,2036,male,30-34,215849
West Midlands,2037,male,30-34,218517
West Midlands,2038,male,30-34,222045
West Midlands,2039,male,30-34,223596
West Midlands,2040,male,30-34,225452
West Midlands,2041,male,30-34,228365
West Midlands,2042,male,30-34,230864
West Midlands,2043,male,30-34,231079
West Midlands,2044,male,30-34,230678
West Midlands,2045,male,30-34,229626
West Midlands,2046,male,30-34,228526
West Midlands,2047,male,30-34,226478
West Midlands,2022,male,35-39,190627
West Midlands,2023,male,35-39,196291
West Midlands,2024,male,35-39,201748
West Midlands,2025,male,35-39,204806
West Midlands,2026,male,35-39,208300
West Midlands,2027,male,35-39,210974
West Midlands,2028,male,35-39,212146
West Midlands,2029,male,35-39,213396
West Midlands,2030,male,35-39,213439
West Midlands,2031,male,35-39,212962
West Midlands,2032,male,35-39,213729
West Midlands,2033,male,35-39,215108
West Midlands,2034,male,35-39,216703
West Midlands,2035,male,35-39,217776
West Midlands,2036,male,35-39,218225
West Midlands,2037,male,35-39,217830
West Midlands,2038,male,35-39,218364
West Midlands,2039,male,35-39,220130
West Midlands,2040,male,35-39,222610
West Midlands,2041,male,35-39,225143
West Midlands,2042,male,35-39,227821
West Midlands,2043,male,35-39,231304
West Midlands,2044,male,35-39,232875
West Midlands,2045,male,35-39,234758
West Midlands,2046,male,35-39,237676
West Midlands,2047,male,35-39,240157
West Midlands,2022,male,40-44,182135
West Midlands,2023,male,40-44,187712
West Midlands,2024,male,40-44,190610
West Midlands,2025,male,40-44,192852
West Midlands,2026,male,40-44,194903
West Midlands,2027,male,40-44,198240
West Midlands,2028,male,40-44,201759
West Midlands,2029,male,40-44,205650
West Midlands,2030,male,40-44,208635
West Midlands,2031,male,40-44,212393
West Midlands,2032,male,40-44,215381
West Midlands,2033,male,40-44,216759
West Midlands,2034,male,40-44,218127
West Midlands,2035,male,40-44,218255
West Midlands,2036,male,40-44,217850
West Midlands,2037,male,40-44,218670
West Midlands,2038,male,40-44,220076
West Midlands,2039,male,40-44,221669
West Midlands,2040,male,40-44,222748
West Midlands,2041,male,40-44,223214
West Midlands,2042,male,40-44,222866
West Midlands,2043,male,40-44,223466
West Midlands,2044,male,40-44,225247
West Midlands,2045,male,40-44,227738
West Midlands,2046,male,40-44,230288
West Midlands,2047,male,40-44,232985
West Midlands,2022,male,45-49,176278
West Midlands,2023,male,45-49,173272
West Midlands,2024,male,45-49,174346
West Midlands,2025,male,45-49,177727
West Midlands,2026,male,45-49,181418
West Midlands,2027,male,45-49,185739
West Midlands,2028,male,45-49,190042
West Midlands,2029,male,45-49,192044
West Midlands,2030,male,45-49,194165
West Midlands,2031,male,45-49,196363
West Midlands,2032,male,45-49,199824
West Midlands,2033,male,45-49,203464
West Midlands,2034,male,45-49,207369
West Midlands,2035,male,45-49,210372
West Midlands,2036,male,45-49,214126
West Midlands,2037,male,45-49,217128
West Midlands,2038,male,45-49,218516
West Midlands,2039,male,45-49,219935
West Midlands,2040,male,45-49,220132
West Midlands,2041,male,45-49,219788
West Midlands,2042,male,45-49,220662
West Midlands,2043,male,45-49,222098
West Midlands,2044,male,45-49,223699
West Midlands,2045,male,45-49,224790
West Midlands,2046,male,45-49,225275
West Midlands,2047,male,45-49,224970
West Midlands,2022,male,50-54,202636
West Midlands,2023,male,50-54,199407
West Midlands,2024,male,50-54,194092
West Midlands,2025,male,50-54,188730
West Midlands,2026,male,50-54,182404
West Midlands,2027,male,50-54,176322
West Midlands,2028,male,50-54,172789
West Midlands,2029,male,50-54,173477
West Midlands,2030,male,50-54,176865
West Midlands,2031,male,50-54,180654
West Midlands,2032,male,50-54,185052
West Midlands,2033,male,50-54,189373
West Midlands,2034,male,50-54,191361
West Midlands,2035,male,50-54,193441
West Midlands,2036,male,50-54,195635
West Midlands,2037,male,50-54,199037
West Midlands,2038,male,50-54,202670
West Midlands,2039,male,50-54,206548
West Midlands,2040,male,50-54,209558
West Midlands,2041,male,50-54,213298
West Midlands,2042,male,50-54,216299
West Midlands,2043,male,50-54,217692
West Midlands,2044,male,50-54,219151
West Midlands,2045,male,50-54,219410
West Midlands,2046,male,50-54,219130
West Midlands,2047,male,50-54,220058
West Midlands,2022,male,55-59,197735
West Midlands,2023,male,55-59,199432
West Midlands,2024,male,55-59,200671
West Midlands,2025,male,55-59,200518
West Midlands,2026,male,55-59,200341
West Midlands,2027,male,55-59,198193
West Midlands,2028,male,55-59,194674
West Midlands,2029,male,55-59,189310
West Midlands,2030,male,55-59,184243
West Midlands,2031,male,55-59,178297
West Midlands,2032,male,55-59,172620
West Midlands,2033,male,55-59,169374
West Midlands,2034,male,55-59,170196
West Midlands,2035,male,55-59,173599
West Midlands,2036,male,55-59,177365
West Midlands,2037,male,55-59,181686
West Midlands,2038,male,55-59,185915
West Midlands,2039,male,55-59,187866
West Midlands,2040,male,55-59,189914
West Midlands,2041,male,55-59,192098
West Midlands,2042,male,55-59,195433
West Midlands,2043,male,55-59,199031
West Midlands,2044,male,55-59,202850
West Midlands,2045,male,55-59,205845
West Midlands,2046,male,55-59,209542
West Midlands,2047,male,55-59,212522
West Midlands,2022,male,60-64,174618
West Midlands,2023,male,60-64,178488
West Midlands,2024,male,60-64,182444
West Midlands,2025,male,60-64,185971
West Midlands,2026,male,60-64,188235
West Midlands,2027,male,60-64,189982
West Midlands,2028,male,60-64,191343
West Midlands,2029,male,60-64,192312
West Midlands,2030,male,60-64,192128
West Midlands,2031,male,60-64,192050
West Midlands,2032,male,60-64,190101
West Midlands,2033,male,60-64,186843
West Midlands,2034,male,60-64,181838
West Midlands,2035,male,60-64,177140
West Midlands,2036,male,60-64,171576
West Midlands,2037,male,60-64,166309
West Midlands,2038,male,60-64,163355
West Midlands,2039,male,60-64,164301
West Midlands,2040,male,60-64,167691
West Midlands,2041,male,60-64,171401
West Midlands,2042,male,60-64,175608
West Midlands,2043,male,60-64,179714
West Midlands,2044,male,60-64,181617
West Midlands,2045,male,60-64,183632
West Midlands,2046,male,60-64,185798
West Midlands,2047,male,60-64,189046
West Midlands,2022,male,65-69,145724
West Midlands,2023,male,65-69,148031
West Midlands,2024,male,65-69,150794
West Midlands,2025,male,65-69,154454
West Midlands,2026,male,65-69,159100
West Midlands,2027,male,65-69,163856
West Midlands,2028,male,65-69,167466
West Midlands,2029,male,65-69,171162
West Midlands,2030,male,65-69,174556
West Midlands,2031,male,65-69,176780
West Midlands,2032,male,65-69,178521
West Midlands,2033,male,65-69,179847
West Midlands,2034,male,65-69,180780
West Midlands,2035,male,65-69,180613
West Midlands,2036,male,65-69,180618
West Midlands,2037,male,65-69,178868
West Midlands,2038,male,65-69,175912
West Midlands,2039,male,65-69,171345
West Midlands,2040,male,65-69,167091
West Midlands,2041,male,65-69,162007
West Midlands,2042,male,65-69,157219
West Midlands,2043,male,65-69,154601
West Midlands,2044,male,65-69,155666
West Midlands,2045,male,65-69,159008
West Midlands,2046,male,65-69,162616
West Midlands,2047,male,65-69,166655
West Midlands,2022,male,70-74,135065
West Midlands,2023,male,70-74,132310
West Midlands,2024,male,70-74,130955
West Midlands,2025,male,70-74,130059
West Midlands,2026,male,70-74,130437
West Midlands,2027,male,70-74,132086
West Midlands,2028,male,70-74,134387
West Midlands,2029,male,70-74,137070
West Midlands,2030,male,70-74,140615
West Midlands,2031,male,70-74,145042
West Midlands,2032,male,70-74,149553
West Midlands,2033,male,70-74,153020
West Midlands,2034,male,70-74,156540
West Midlands,2035,male,70-74,159755
West Midlands,2036,male,70-74,161895
West Midlands,2037,male,70-74,163595
West Midlands,2038,male,70-74,164886
West Midlands,2039,male,70-74,165820
West Midlands,2040,male,70-74,165730
West Midlands,2041,male,70-74,165866
West Midlands,2042,male,70-74,164389
West Midlands,2043,male,70-74,161811
West Midlands,2044,male,70-74,157763
West Midlands,2045,male,70-74,154020
West Midlands,2046,male,70-74,149497
West Midlands,2047,male,70-74,145259
West Midlands,2022,male,75-79,114563
West Midlands,2023,male,75-79,118321
West Midlands,2024,male,75-79,119332
West Midlands,2025,male,75-79,120143
