region,year,sex,age_group,population
West Midlands,2022,female,60-64,177821
West Midlands,2023,female,60-64,182618
West Midlands,2024,female,60-64,187877
West Midlands,2025,female,60-64,193244
West Midlands,2026,female,60-64,196299
West Midlands,2027,female,60-64,198153
West Midlands,2028,female,60-64,199596
West Midlands,2029,female,60-64,200210
West Midlands,2030,female,60-64,199299
West Midlands,2031,female,60-64,199355
West Midlands,2032,female,60-64,197510
West Midlands,2033,female,60-64,194027
West Midlands,2034,female,60-64,188674
West Midlands,2035,female,60-64,183264
West Midlands,2036,female,60-64,177105
West Midlands,2037,female,60-64,172011
West Midlands,2038,female,60-64,169276
West Midlands,2039,female,60-64,171404
West Midlands,2040,female,60-64,176548
West Midlands,2041,female,60-64,181322
West Midlands,2042,female,60-64,186980
West Midlands,2043,female,60-64,192876
West Midlands,2044,female,60-64,195662
West Midlands,2045,female,60-64,197622
West Midlands,2046,female,60-64,200512
West Midlands,2047,female,60-64,204705
West Midlands,2022,female,65-69,152637
West Midlands,2023,female,65-69,154825
West Midlands,2024,female,65-69,157201
West Midlands,2025,female,65-69,160971
West Midlands,2026,female,65-69,165858
West Midlands,2027,female,65-69,170809
West Midlands,2028,female,65-69,175372
West Midlands,2029,female,65-69,180391
West Midlands,2030,female,65-69,185599
West Midlands,2031,female,65-69,188640
West Midlands,2032,female,65-69,190501
West Midlands,2033,female,65-69,191928
West Midlands,2034,female,65-69,192548
West Midlands,2035,female,65-69,191716
West Midlands,2036,female,65-69,191834
West Midlands,2037,female,65-69,190124
West Midlands,2038,female,65-69,186856
West Midlands,2039,female,65-69,181818
West Midlands,2040,female,65-69,176753
West Midlands,2041,female,65-69,170928
West Midlands,2042,female,65-69,166140
West Midlands,2043,female,65-69,163614
West Midlands,2044,female,65-69,165755
West Midlands,2045,female,65-69,170758
West Midlands,2046,female,65-69,175437
West Midlands,2047,female,65-69,180918
West Midlands,2022,female,70-74,146643
West Midlands,2023,female,70-74,143366
West Midlands,2024,female,70-74,142163
West Midlands,2025,female,70-74,140859
West Midlands,2026,female,70-74,141340
West Midlands,2027,female,70-74,143332
West Midlands,2028,female,70-74,145491
West Midlands,2029,female,70-74,147860
West Midlands,2030,female,70-74,151584
West Midlands,2031,female,70-74,156342
West Midlands,2032,female,70-74,161204
West Midlands,2033,female,70-74,165675
West Midlands,2034,female,70-74,170547
West Midlands,2035,female,70-74,175559
West Midlands,2036,female,70-74,178534
West Midlands,2037,female,70-74,180379
West Midlands,2038,female,70-74,181790
West Midlands,2039,female,70-74,182444
West Midlands,2040,female,70-74,181732
West Midlands,2041,female,70-74,181946
West Midlands,2042,female,70-74,180418
West Midlands,2043,female,70-74,177414
West Midlands,2044,female,70-74,172749
West Midlands,2045,female,70-74,168079
West Midlands,2046,female,70-74,162666
West Midlands,2047,female,70-74,158244
West Midlands,2022,female,75-79,130962
West Midlands,2023,female,75-79,135015
West Midlands,2024,female,75-79,136066
West Midlands,2025,female,75-79,137242
West Midlands,2026,female,75-79,137793
West Midlands,2027,female,75-79,132439
West Midlands,2028,female,75-79,129650
West Midlands,2029,female,75-79,128674
West Midlands,2030,female,75-79,127666
West Midlands,2031,female,75-79,128294
West Midlands,2032,female,75-79,130288
West Midlands,2033,female,75-79,132464
West Midlands,2034,female,75-79,134852
West Midlands,2035,female,75-79,138455
West Midlands,2036,female,75-79,142994
West Midlands,2037,female,75-79,147657
West Midlands,2038,female,75-79,151940
West Midlands,2039,female,75-79,156569
West Midlands,2040,female,75-79,161299
West Midlands,2041,female,75-79,164169
West Midlands,2042,female,75-79,165992
West Midlands,2043,female,75-79,167396
West Midlands,2044,female,75-79,168120
West Midlands,2045,female,75-79,167597
West Midlands,2046,female,75-79,167949
West Midlands,2047,female,75-79,166669
West Midlands,2022,female,80-84,87924
West Midlands,2023,female,80-84,90613
West Midlands,2024,female,80-84,94897
West Midlands,2025,female,80-84,98507
West Midlands,2026,female,80-84,102043
West Midlands,2027,female,80-84,109804
West Midlands,2028,female,80-84,113680
West Midlands,2029,female,80-84,114891
West Midlands,2030,female,80-84,116056
West Midlands,2031,female,80-84,116541
West Midlands,2032,female,80-84,112234
West Midlands,2033,female,80-84,110118
West Midlands,2034,female,80-84,109515
West Midlands,2035,female,80-84,108873
West Midlands,2036,female,80-84,109633
West Midlands,2037,female,80-84,111572
West Midlands,2038,female,80-84,113707
West Midlands,2039,female,80-84,116045
West Midlands,2040,female,80-84,119382
West Midlands,2041,female,80-84,123538
West Midlands,2042,female,80-84,127840
West Midlands,2043,female,80-84,131781
West Midlands,2044,female,80-84,136002
West Midlands,2045,female,80-84,140284
West Midlands,2046,female,80-84,142960
West Midlands,2047,female,80-84,144731
West Midlands,2022,female,85-89,58554
West Midlands,2023,female,85-89,59767
West Midlands,2024,female,85-89,61016
West Midlands,2025,female,85-89,61614
West Midlands,2026,female,85-89,61341
West Midlands,2027,female,85-89,62182
West Midlands,2028,female,85-89,64686
West Midlands,2029,female,85-89,68314
West Midlands,2030,female,85-89,71302
West Midlands,2031,female,85-89,74089
West Midlands,2032,female,85-89,80334
West Midlands,2033,female,85-89,83547
West Midlands,2034,female,85-89,84714
West Midlands,2035,female,85-89,85669
West Midlands,2036,female,85-89,85993
West Midlands,2037,female,85-89,83110
West Midlands,2038,female,85-89,81871
West Midlands,2039,female,85-89,81740
West Midlands,2040,female,85-89,81532
West Midlands,2041,female,85-89,82385
West Midlands,2042,female,85-89,84150
West Midlands,2043,female,85-89,86101
West Midlands,2044,female,85-89,88217
West Midlands,2045,female,85-89,91030
West Midlands,2046,female,85-89,94502
West Midlands,2047,female,85-89,98133
West Midlands,2022,female,90+,37204
West Midlands,2023,female,90+,36723
West Midlands,2024,female,90+,36699
West Midlands,2025,female,90+,37185
West Midlands,2026,female,90+,38151
West Midlands,2027,female,90+,39312
West Midlands,2028,female,90+,40486
West Midlands,2029,female,90+,41522
West Midlands,2030,female,90+,42340
West Midlands,2031,female,90+,42833
West Midlands,2032,female,90+,44095
West Midlands,2033,female,90+,46326
West Midlands,2034,female,90+,49087
West Midlands,2035,female,90+,51229
West Midlands,2036,female,90+,53045
West Midlands,2037,female,90+,57637
West Midlands,2038,female,90+,60709
West Midlands,2039,female,90+,62683
West Midlands,2040,female,90+,64051
West Midlands,2041,female,90+,64755
West Midlands,2042,female,90+,65197
West Midlands,2043,female,90+,65816
West Midlands,2044,female,90+,66556
West Midlands,2045,female,90+,66992
West Midlands,2046,female,90+,67847
West Midlands,2047,female,90+,69247
East of England,2022,female,0-4,170250
East of England,2023,female,0-4,168433
East of England,2024,female,0-4,166783
East of England,2025,female,0-4,164623
East of England,2026,female,0-4,163445
East of England,2027,female,0-4,161336
East of England,2028,female,0-4,161217
East of England,2029,female,0-4,161195
East of England,2030,female,0-4,161036
East of England,2031,female,0-4,160911
East of England,2032,female,0-4,160835
East of England,2033,female,0-4,160885
East of England,2034,female,0-4,161034
East of England,2035,female,0-4,161293
East of England,2036,female,0-4,161676
East of England,2037,female,0-4,162195
East of England,2038,female,0-4,162854
East of England,2039,female,0-4,163624
East of England,2040,female,0-4,164473
East of England,2041,female,0-4,165370
East of England,2042,female,0-4,166275
East of England,2043,female,0-4,167125
East of England,2044,female,0-4,167862
East of England,2045,female,0-4,168456
East of England,2046,female,0-4,168890
East of England,2047,female,0-4,169154
East of England,2022,female,5-9,186109
East of England,2023,female,5-9,185797
East of England,2024,female,5-9,185479
East of England,2025,female,5-9,184447
East of England,2026,female,5-9,181250
East of England,2027,female,5-9,179955
East of England,2028,female,5-9,176883
East of England,2029,female,5-9,174414
East of England,2030,female,5-9,172233
East of England,2031,female,5-9,171211
East of England,2032,female,5-9,169253
East of England,2033,female,5-9,169242
East of England,2034,female,5-9,169253
East of England,2035,female,5-9,169098
East of England,2036,female,5-9,168982
East of England,2037,female,5-9,168931
East of England,2038,female,5-9,169009
East of England,2039,female,5-9,169191
East of England,2040,female,5-9,169485
East of England,2041,female,5-9,169904
East of England,2042,female,5-9,170459
East of England,2043,female,5-9,171155
East of England,2044,female,5-9,171959
East of England,2045,female,5-9,172841
East of England,2046,female,5-9,173771
East of England,2047,female,5-9,174707
East of England,2022,female,10-14,192968
East of England,2023,female,10-14,194669
East of England,2024,female,10-14,195033
East of England,2025,female,10-14,194351
East of England,2026,female,10-14,194152
East of England,2027,female,10-14,192431
East of England,2028,female,10-14,191072
East of England,2029,female,10-14,190006
East of England,2030,female,10-14,188816
East of England,2031,female,10-14,185630
East of England,2032,female,10-14,184376
East of England,2033,female,10-14,181342
East of England,2034,female,10-14,178863
East of England,2035,female,10-14,176685
East of England,2036,female,10-14,175664
East of England,2037,female,10-14,173712
East of England,2038,female,10-14,173712
East of England,2039,female,10-14,173728
East of England,2040,female,10-14,173572
East of England,2041,female,10-14,173461
East of England,2042,female,10-14,173421
East of England,2043,female,10-14,173514
East of England,2044,female,10-14,173713
East of England,2045,female,10-14,174023
East of England,2046,female,10-14,174458
East of England,2047,female,10-14,175030
East of England,2022,female,15-19,169757
East of England,2023,female,15-19,174892
East of England,2024,female,15-19,179390
East of England,2025,female,15-19,183009
East of England,2026,female,15-19,186406
East of England,2027,female,15-19,189101
East of England,2028,female,15-19,189735
